,id,hip,ra_leao,dec_leao,m/r,e_m/r,gr,c,gr+c,drv_m02,drv_m02_gr,drv_m02_gr+c,drv_g17,drv_g17_gr,drv_g17_gr+c,sptype,vmag,(b-v),e_(b-v),rv_p98,erv_p98,rv_m02,erv_m02,rv_g17,erv_g17,rv_harps,erv_harps,fwhm,s/n,flag,|r-rc|,e|r-rc|,v_alpha,ev_alpha,v_delta,ev_delta,cr,rv_harps_gr+c,rv_g17_cr,drv_g17_gr+c+cr,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,angular_distance,number_of_neighbours
30,40,19207,61.7556,15.3349,1.107,0.055999999999999994,702,-234,467,556,-146,89,689,-13,221,K5,10.49,1.18,0.015,38.95,0.23,37.56,0.59,37.43,0.16,38.1161,0.0016,8.1,64,1,4.61,0.57,26.401,0.331,-4.203,0.057,-160,37.6487,37.27,381,1635721458409799680,Gaia DR2 45159901786525568,45159901786525568,69241893,2015.5,61.75566301001624,0.10146095440880833,15.334944148492987,0.047002665873555116,22.179966150582494,0.11881008790549655,186.6842,124.78929640581651,0.16512198449567436,-19.96740802210265,0.10945525962201033,0.48013940000000005,0.63507026,-0.1830408,0.117801785,0.3347334,-0.012570923999999999,-0.08073213,0.30486917,0.27440277,0.3556184,99,99,90,9,4.7717957,162.6017,0.0,0.0,31,True,376.28192,1.4902135494173283,0.013761675265576987,0.1574366,12,8,0.09103354,0,12,True,98,1816302.644070997,2725.5604123153994,666.3960599999999,10.040395,10,713830.4160344037,2420.7392401240922,294.88116,10.717400999999999,11,1535224.7762185326,5936.23867222961,258.6191,9.296489999999999,1.2382601,0,1.4209108,0.67700577,0.74390507,38.12084310623483,0.4289178378742824,4,4500.0,3.0,0.0,NOT_AVAILABLE,177.1130887134122,-26.33885337729334,62.711556160112345,-5.468707770713632,100001,4452.78,4373.67,4579.5,0.17600000000000002,0.083,0.5635,0.08800000000000001,0.0386,0.248,200111,0.7340566999999999,0.6939943000000001,0.76085174,0.19084412,0.1896046,0.19208364,http://geadata.esac.esa.int/data-server/datalink/links?ID=45159901786525568,,0.005958221074850429,1
31,41,19263,61.9305,16.5187,1.136,0.065,720,-260,460,473,-247,13,598,-122,138,K0,9.94,1.005,0.012,38.72,0.05,37.53,0.59,37.41,0.16,38.0033,0.0008,7.8,105,1,3.99,0.43,26.433,0.297,-5.390,0.065,-131,37.5431,37.27,268,1635721458409799680,Gaia DR2 45567511362945152,45567511362945152,766392838,2015.5,61.930545076389436,0.04589835576895785,16.518682599418735,0.02956164701778106,21.476408315403916,0.050995700880792506,421.14154,122.3995525720349,0.1069141842360532,-24.99596963619981,0.08819191263710195,0.15742218,0.37095818,-0.0635492,0.038144685,-0.05744889,0.029509467999999997,0.046670344,-0.033476047,0.03437566,0.24460971,147,147,144,3,7.327539999999999,299.3524,0.0,0.0,31,True,211.48798,1.525464404073975,0.008815261887838153,0.04046824,18,10,0.067070134,0,23,False,177,2727476.5014879773,1595.0019513420932,1710.0145,9.598963000000001,22,1198116.474580491,2578.4606314104612,464.66348,10.155141,20,2144387.402740768,3285.6775866830603,652.6469,8.933661,1.2254931999999998,0,1.2214794,0.5561781,0.6653013000000001,37.645638174602986,0.29238067788015504,4,5000.0,4.5,0.25,NOT_AVAILABLE,176.25542012003518,-25.42555525235829,63.10115783027953,-4.337849371145419,100001,4816.5825,4763.627,4849.33,0.1612,0.0879,0.4093,0.0835,0.0426,0.1635,200111,0.7457623999999999,0.73572415,0.7624353,0.26968184,0.2687922,0.27057147,http://geadata.esac.esa.int/data-server/datalink/links?ID=45567511362945152,,0.0015560434007651195,1
32,42,19316,62.1116,12.1918,1.055,0.14400000000000002,669,-273,396,89,-579,-307,220,-449,-176,--,11.28,1.327,0.004,38.43,0.28,37.91,0.59,37.78,0.16,37.9994,0.0029,7.7,44,1,5.47,0.52,25.932,0.332,-2.361,0.042,-123,37.6034,37.66,-53,1635721458409799680,Gaia DR2 3304337251002413952,3304337251002413952,483259073,2015.5,62.11164014010538,0.05554551403936861,12.191799140816341,0.02837117715846169,21.53175870640924,0.06937759111966092,310.3561,119.43326079313606,0.12375664144904375,-10.943105725918471,0.08042470303695592,0.25485426,0.44059893,-0.15892377,0.12865587,0.18052731,-0.04838462,-0.073535815,0.11464726,0.39258608,-0.007128252,150,150,148,2,3.1861648999999996,203.09056,0.0,0.0,31,True,309.43982,1.4417708554564013,0.009110737226625178,-0.015601508,17,8,0.06952329,0,26,False,207,987014.1348279364,528.0028786552832,1869.3347,10.702558,23,344999.19858908467,571.7361598327093,603.42377,11.506843,24,916757.3728948148,997.2810309672199,919.2568,9.856284,1.2783571000000002,0,1.6505584999999998,0.80428505,0.8462734000000001,37.56894019008821,0.5208460983103482,6,4250.0,4.5,0.0,NOT_AVAILABLE,180.04167546055172,-28.13327067205032,62.45631836322136,-8.620647284511191,100001,4119.9634,4037.585,4285.932,0.489,0.14300000000000002,0.7251,0.2033,0.0705,0.35200000000000004,200111,0.70842713,0.6546231,0.73762995,0.13027422,0.12973407,0.13081437,http://geadata.esac.esa.int/data-server/datalink/links?ID=3304337251002413952,,0.0027873495357462357,1
33,43,19441,62.4563,9.3055,1.104,0.062,700,-231,469,126,-574,-343,262,-437,-206,K5V,10.1,1.192,0.011000000000000001,39.24,0.16,38.15,0.59,38.01,0.16,38.276,0.0009,7.7,98,1,12.79,0.39,26.129,0.236,-0.920,0.022,-474,37.807,37.54,267,1635721458409799680,Gaia DR2 3300315443626615040,3300315443626615040,1477427810,2015.5,62.45629680569952,0.0774851216039254,9.305468250470378,0.035456588236395005,27.76870279971332,0.07281611003033862,381.35382000000004,154.86226202368798,0.21695753516822314,-5.594663048934038,0.0959775441039608,0.22519913,-0.27689835,-0.7136658,-0.18643807,-0.07250729,-0.17782018,-0.40326622,0.4504251,0.33443105,0.20347117,114,114,106,8,2.8419385,146.16061000000002,0.0,0.0,31,True,252.08435,1.4915100378614017,0.010437966257598724,-0.026226992,13,7,0.12705213,0,19,True,135,2653419.648901429,1351.1775685006246,1963.7831,9.628851,17,1041160.9465939592,1381.0568292095395,753.8871,10.307592999999999,17,2275963.7925313883,3636.0079868013904,625.95123,8.869006,1.250132,0,1.4385872,0.6787424,0.7598448,38.14362688390214,0.3011012727543545,4,4000.0,3.0,0.0,NOT_AVAILABLE,182.8346026454336,-29.704950000327987,62.24316945731478,-11.519181811424403,100001,4481.9375,4429.5034,4570.1,0.2332,0.0532,0.5875,0.139,0.0463,0.3202,200111,0.6952588000000001,0.6686928000000001,0.71181643,0.17573203,0.17514256,0.1763215,http://geadata.esac.esa.int/data-server/datalink/links?ID=3300315443626615040,,0.004197816598244685,1
34,45,19834,63.7939,14.3984,1.0390000000000001,0.075,658,-351,307,-275,-934,-582,-144,-802,-451,K2,11.56,1.3630000000000002,0.01,38.79,0.36,38.53,0.6,38.4,0.16,38.2546,0.0026,7.7,51,1,3.39,0.33,25.865,0.296,-4.141,0.068,-61,37.9475,38.34,-390,1635721458409799680,Gaia DR2 3311492803955469696,3311492803955469696,1451355092,2015.5,63.79387786396172,0.03675796947766816,14.398376403602473,0.02315646550826317,20.827641961909254,0.03830326610013824,543.7563,114.7122766596854,0.08080301310619653,-18.344692504214674,0.06325965951110006,0.012882418999999999,0.31386185,-0.34772396,0.045429699999999996,-0.13861139,-0.006980033,-0.36636126,0.10085144,0.06305619,0.24642973,193,193,188,5,6.7153563,342.86725,0.0,0.0,31,True,329.45977999999997,1.4178965229439289,0.007550593881337504,0.002190402,22,10,0.055270053,0,27,False,213,800445.519444808,558.9273838248462,1432.11,10.930036999999999,21,269565.35056647647,548.273875729046,491.66187,11.774728,21,760715.5855590124,916.3760344893683,830.13477,10.058864999999999,1.2871344,0,1.7158631999999998,0.8446913,0.87117195,37.62239694269093,0.17492186415532188,7,4000.0,3.0,0.0,NOT_AVAILABLE,179.33226857106388,-25.45969534714916,64.48696851342237,-6.749967101492918,100001,4229.0127,4073.63,4457.0,0.7695,0.2706,0.993,0.3737,0.136,0.4856,200111,0.6068893,0.5463893,0.65407014,0.106137685,0.10583924,0.10643613,http://geadata.esac.esa.int/data-server/datalink/links?ID=3311492803955469696,,0.008093478355005675,1
35,46,19862,63.8909,15.7062,1.137,0.22699999999999998,721,-286,434,150,-571,-284,273,-448,-161,M2,10.96,0.924,0.301,38.96,0.17,38.46,0.6,38.34,0.16,38.6097,0.0017,7.2,58,1,2.98,0.68,25.799,0.355,-4.966,0.075,-148,38.1755,38.19,-13,1635721458409799680,Gaia DR2 3312197934506930944,3312197934506930944,158335997,2015.5,63.89090542824411,0.059421881984365627,15.706167134953644,0.02899822788554978,21.941416485467578,0.0689663457992422,318.14673,120.33391803578341,0.1084531968709178,-23.346712343940148,0.07485808781328372,0.11483667,0.53943187,-0.11969294,0.33557957,0.28685320000000003,0.31041777,-0.14120872,0.37386423,0.16968693,0.024855314,174,174,170,4,0.079836324,165.78488000000002,0.0,0.0,31,True,311.4433,1.4389617760898998,0.008977376304345345,-0.04554311,20,9,0.06245389,0,22,False,190,1266578.737553919,464.94952014728716,2724.1208,10.431786,22,461647.1187547413,557.7514261931466,827.6933,11.190613,22,1144517.635856135,1123.537961432957,1018.67285,9.615364,1.2681128000000002,0,1.5752487,0.7588272,0.8164215,38.49116709203465,0.6371498445682483,4,4500.0,4.5,0.0,NOT_AVAILABLE,178.2980756950265,-24.542840323850122,64.81169780352235,-5.479200692560624,100001,4240.395,4167.1475,4327.25,0.5295,0.2457,0.7484,0.273,0.1064,0.3703,200111,0.7185921999999999,0.69003505,0.7440762,0.15041287,0.14980635,0.1510194,http://geadata.esac.esa.int/data-server/datalink/links?ID=3312197934506930944,,0.006643171401611082,1
36,47,20357,65.3954,14.4097,0.983,0.046,622,-522,101,-82,-704,-182,44,-579,-57,F5V,6.6,0.41200000000000003,0.013999999999999999,39.2,0.21,39.2,0.6,39.07,0.16,39.1183,0.0075,28.5,119,1,3.29,0.57,24.164,0.419,-4.436,0.077,-19,39.0176,39.06,-38,1635721458409799680,Gaia DR2 3311024789960504576,3311024789960504576,615412267,2015.5,65.39544210986372,0.057782140106947176,14.409706546064514,0.03082936887360825,20.519879311609248,0.06770289008990016,303.0872,104.13093777731895,0.09860338345183832,-19.511894201901022,0.07900909815704303,0.2504303,0.61389035,0.03473868,0.30483037,0.15897729,0.15873197,-0.13806239,0.3499704,0.29957990000000007,0.22581339,175,175,171,4,9.7696,413.99492999999995,0.0,0.0,31,True,215.00418,1.628411127586515,0.010258986437524424,0.0027213765000000003,20,9,0.06000001,0,27,False,213,48150657.12170997,13773.502644493416,3495.8906,6.48186,22,28490310.012203824,41041.67961513825,694.17993,6.7146454,23,27557770.58969467,61705.397346498845,446.60225999999994,6.1613097,1.1640148000000001,0,0.55333567,0.23278522,0.32055044,39.024818651371454,0.31175959084523025,13,6750.0,4.5,0.0,NOT_AVAILABLE,180.4132389226677,-24.257835389685308,66.02813819637386,-7.005437796028397,100001,6695.0,6632.0,6891.215,0.5222,0.3826,0.7140000000000001,0.2585,0.1699,0.3687,200111,1.5633336000000002,1.4755749,1.5931761,4.4238496,4.4050913000000005,4.442608,http://geadata.esac.esa.int/data-server/datalink/links?ID=3311024789960504576,,0.00901029411127034,1
37,48,20527,65.9772,14.052,1.072,0.08,679,-236,443,263,-416,-180,384,-295,-59,K5.5Ve,10.89,1.288,0.002,40.64,0.26,39.46,0.6,39.34,0.16,39.7234,0.0019,7.4,55,1,4.45,0.55,23.575,0.252,-3.862,0.055,-228,39.2805,39.11,169,1635721458409799680,Gaia DR2 3310820624394671488,3310820624394671488,1373234481,2015.5,65.97723182921047,0.040123336422893,14.052022219297244,0.02506454118649806,23.13822914414852,0.045314302964078734,510.61645999999996,115.59549003545874,0.0859731847523524,-19.072415059110845,0.0567906457490289,0.24637847,0.22421026,-0.11179660000000001,0.38506335,-0.038913045,0.30140316,0.06929199999999999,0.25755826,0.14875318,0.1829666,215,215,212,3,4.7907667,319.68768,0.0,0.0,31,True,319.98926,1.447752068387835,0.008248868736596367,0.060217924000000006,25,11,0.054444164,0,25,False,215,1350479.1910588827,798.7021447300027,1690.842,10.362146000000001,21,490736.9736336504,649.3851733828164,755.69476,11.124267,19,1220044.2148481344,1910.050098896056,638.7499,9.545981,1.2667956,1,1.5782851999999998,0.76212025,0.8161649999999999,39.544895135983055,0.33829866827812105,6,4250.0,4.5,0.0,NOT_AVAILABLE,181.1068051358847,-24.044636099894827,66.52927018264123,-7.451313202938106,100002,4225.282999999999,4171.9497,4299.5146,0.4605,0.1484,0.7557,0.2143,0.077,0.3493,200111,0.7115395999999999,0.6871821,0.7298483,0.14538385,0.14497311,0.14579459,http://geadata.esac.esa.int/data-server/datalink/links?ID=3310820624394671488,,0.003625923439820144,1
38,51,20762,66.7269,13.1381,1.1159999999999999,0.061,707,-236,472,381,-326,-90,508,-199,36,K7,10.48,1.146,0.001,41.22,0.21,39.83,0.6,39.7,0.16,40.2113,0.0018,8.2,57,1,3.51,0.24,23.845,0.276,-3.765,0.052,-48,39.7397,39.66,84,1635721458409799680,Gaia DR2 3307645131734449408,3307645131734449408,967415477,2015.5,66.72688873527062,0.032969490869556216,13.138105412501822,0.018877616349556342,20.7793364547188,0.036542236558946624,568.63885,104.47952004181313,0.07677360700637,-16.58412644208077,0.050128506432349146,0.21863505,0.12778895,-0.20292187,0.18112907,-0.07352193,0.121453695,-0.2598263,0.15211648,0.2404585,0.1055127,295,295,282,13,6.051499,444.32982999999996,0.0,0.0,31,True,285.08615,1.4943665323397242,0.006051201117796961,0.05375725,34,12,0.051111158,0,35,False,296,1745234.1629222264,1076.1158166151897,1621.7903,10.083732000000001,32,700558.5362042545,1362.8716461220395,514.0312,10.737777000000001,32,1463849.404255956,2048.167718840133,714.7117,9.348179,1.2401819,1,1.3895978999999998,0.6540451,0.7355528,39.822967011429405,0.3508589079084941,6,4500.0,4.5,0.25,NOT_AVAILABLE,182.38668152061257,-24.041971906916434,67.1067323384027,-8.470679573417344,100002,4601.0,4523.27,4653.6665,0.369,0.1439,0.6083,0.18100000000000002,0.07,0.28800000000000003,200111,0.6989533,0.6832224,0.72318196,0.19724225,0.19670701,0.19777748,http://geadata.esac.esa.int/data-server/datalink/links?ID=3307645131734449408,,0.004198582751071151,1
39,52,20827,66.9464,14.4177,1.137,0.085,721,-333,388,-101,-822,-489,17,-703,-370,K0,9.48,0.929,0.005,40.46,0.07,39.82,0.6,39.7,0.16,39.7185,0.0008,8.0,103,1,3.19,0.49,23.375,0.310,-4.478,0.061,-14,39.3308,39.69,-356,1635721458409799680,Gaia DR2 3310903740601986432,3310903740601986432,1054074778,2015.5,66.94642734675811,0.035777979441787754,14.417667226435931,0.017674040052279332,20.24646845027351,0.040166238138690684,504.06683,100.48678778003828,0.07784060914509527,-19.207002506585305,0.049995987831584585,0.28795886,0.250894,-0.21410413,0.25918406,0.19592590000000001,0.22125509999999998,-0.43580109999999994,0.21719241,0.31015077,0.07082779,495,495,485,10,6.3075275,702.29517,0.0,0.0,31,True,282.84238,1.554681854975375,0.005046289141154955,0.10215913,56,12,0.050499793,0,58,True,488,3896868.3722297736,1074.1827977421449,3627.7517,9.211575999999999,54,1825088.375582888,1535.3378527346506,1188.7211,9.698178,54,2917948.3327058344,1877.7696993971986,1553.9437,8.599226,1.2171406,1,1.0989523,0.48660183,0.61235046,39.591527172902786,0.2466476661871245,10,5250.0,4.5,0.25,NOT_AVAILABLE,181.4344513239444,-23.082325653995856,67.52330175478474,-7.240859135207637,100002,4960.1953,4895.484,5031.25,0.24,0.0329,0.3868,0.1155,0.015,0.1837,200111,0.8757129000000001,0.8511527,0.8990173,0.41822818,0.41701123,0.41944513,http://geadata.esac.esa.int/data-server/datalink/links?ID=3310903740601986432,,0.001806746937333984,1
40,53,21138,67.9691,15.4994,1.075,0.161,681,-234,447,261,-420,-187,385,-297,-63,K5Ve,11.02,1.28,0.013999999999999999,41.28,0.21,40.13,0.6,40.01,0.16,40.3908,0.0025,7.7,46,1,2.02,0.44,22.646,0.267,-5.224,0.069,-146,39.9435,39.86,83,1635721458409799680,Gaia DR2 3312564037520033792,3312564037520033792,1474416401,2015.5,67.96910450542353,0.03943490678321448,15.49937684978068,0.018768405822308286,21.83669223516287,0.037787816730071234,577.8765,105.2403849724832,0.08302266224501313,-24.294895308771764,0.049751752869088325,-0.059939843,0.061439138,-0.49348515,0.31770462,-0.047312405,0.20981732,-0.50169814,0.28744432,0.18577583,-0.051037688,317,317,313,4,2.4121091,371.07425,0.0,0.0,31,True,305.94492,1.4692404291706032,0.005519893763123936,0.0057723518000000005,36,12,0.056886584000000004,0,36,True,314,1191347.1488488566,532.4459475358751,2237.4988,10.49827,30,433390.6313894196,659.179402985861,657.4699,11.25919,31,1078356.4701140812,1996.2235640074798,540.19824,9.680014,1.2689393,1,1.579176,0.7609196,0.8182564,40.44317894778472,0.2902023768526515,8,4500.0,5.0,0.0,NOT_AVAILABLE,181.17956219476096,-21.63640606772478,68.67377046742112,-6.323713159851825,100002,4268.9,4177.887,4329.4873,0.493,0.1604,0.7385,0.239,0.077,0.3423,200111,0.6858217,0.66676104,0.71602756,0.14072816,0.14036056,0.14109576,http://geadata.esac.esa.int/data-server/datalink/links?ID=3312564037520033792,,0.0010525497962722904,1
41,54,21256,68.4054,21.1507,1.09,0.079,691,-239,452,464,-227,11,575,-116,123,K8,10.69,1.237,0.005,41.39,0.2,39.56,0.6,39.45,0.16,40.0236,0.0013,7.6,74,1,4.73,0.36,22.336,0.265,-9.538,0.114,-212,39.5714,39.24,335,1635721458409799680,Gaia DR2 144377799556207488,144377799556207488,1040986234,2015.5,68.40541889062327,0.04352764832853687,21.150651646922245,0.02375288418063395,22.832899766199453,0.047051951970900674,485.27,108.25066357520521,0.09612833697555832,-46.33696783335262,0.05985033902283742,0.22503373,0.30995320000000004,-0.28524855,0.01931322,0.01435115,-0.0006026136,-0.5262481,0.041875347,0.10460411,0.13718627,229,229,226,3,5.01358,343.15512,0.0,0.0,31,True,301.6716,1.4760088106365636,0.007340628570689023,0.052291326,26,11,0.059910502000000004,0,26,True,224,1569704.350938012,658.1678118103038,2384.9607,10.198821,25,598240.8665816819,403.7192846044291,1481.8239,10.909198,25,1381524.2161081242,785.2135354387751,1759.4248,9.411024000000001,1.2612344,0,1.4981737,0.71037674,0.7877970000000001,40.474780915790596,0.23884018128873746,2,4250.0,4.5,0.0,NOT_AVAILABLE,176.7866461772327,-17.761718480066087,69.92336510231253,-0.7961433436575741,100001,4334.0,4271.12,4477.12,0.43200000000000005,0.1659,0.556,0.209,0.0959,0.271,200111,0.7187063,0.673491,0.74002385,0.16419248,0.16371505,0.16466992,http://geadata.esac.esa.int/data-server/datalink/links?ID=144377799556207488,,0.002275840367384285,1
42,55,21261,68.4251,19.0139,1.102,0.06,699,-234,465,273,-426,-192,388,-311,-77,--,10.74,1.197,0.004,41.43,0.15,39.89,0.6,39.77,0.16,40.1629,0.0015,8.1,69,1,2.20,0.53,22.578,0.271,-7.616,0.094,-67,39.6981,39.71,-9,1635721458409799680,Gaia DR2 3410453484725565312,3410453484725565312,458364843,2015.5,68.42515255188813,0.08897752984228599,19.01388862485241,0.05572485172365838,20.922137633097442,0.0694530287911936,301.24155,100.31371378865707,0.16184018083472435,-33.80792170565856,0.13934164152557346,0.8299953000000001,0.51132786,-0.5928682,-0.6124628000000001,0.36149347,-0.61425656,-0.80357355,-0.10040417,-0.17697017,0.75499743,221,221,215,6,7.692845299999999,409.3595,0.0,0.0,31,True,338.56183,1.4909463154887703,0.00890757602494242,0.21590722,25,9,0.12219537,0,28,True,226,1471075.1343460958,903.9707833329448,1627.3481,10.269279,25,571705.4221004238,1121.1881709656166,509.9103,10.958457000000001,25,1270475.9469912956,2315.321578940128,548.72546,9.502004,1.2522687,0,1.4564533000000002,0.68917847,0.76727486,40.16552131451478,0.7872523775913984,5,4500.0,4.5,0.0,NOT_AVAILABLE,178.54162472439774,-19.10120437316917,69.62866712479683,-2.9125916888658345,100001,4565.955,4422.3,5081.282999999999,0.23800000000000002,0.0283,0.6316,0.132,0.0279,0.2993,200111,0.65128756,0.52588314,0.694288,0.16609891,0.16538809,0.16680972,http://geadata.esac.esa.int/data-server/datalink/links?ID=3410453484725565312,,0.005035699494601394,1
43,56,21723,69.9628,12.7284,1.129,0.061,716,-237,478,599,-116,121,717,1,239,K5,10.04,1.073,0.005,42.5,0.19,41.08,0.6,40.96,0.17,41.6793,0.001,7.9,89,1,5.73,0.39,20.787,0.212,-3.275,0.041,-248,41.2011,40.71,486,1635721458409799680,Gaia DR2 3307992336891315968,3307992336891315968,1607727358,2015.5,69.96283830990222,0.04006880054578235,12.728408624130592,0.02189820418812391,22.889638920273576,0.04922712937863717,464.98015999999996,102.51448409636612,0.08244502196913442,-16.181899099666495,0.04256848677535522,0.017968629,0.29642009999999996,-0.24488725,0.0039603137,-0.2056656,0.10410461,-0.7180758,-0.023667833,0.35787377,-0.34472167,353,353,340,13,7.1636243,555.8067,0.0,0.0,31,True,280.8966,1.504894877305473,0.006086425958328996,-0.046536617,40,14,0.051508475,0,43,True,343,2580450.819850327,1147.1152238299655,2249.5132,9.659127,39,1094886.9447832229,1646.6210486991736,664.9295,10.252965,40,2089774.1032366608,2217.165823391684,942.54297,8.961672,1.2341491000000002,1,1.2912931,0.59383774,0.6974554000000001,41.408660447653645,0.3378850180091098,9,5000.0,4.5,0.25,NOT_AVAILABLE,184.8130594370921,-21.77911740619789,70.20207714997308,-9.344346142989401,100002,4809.8467,4707.59,4899.7563,0.192,0.0106,0.3841,0.0785,0.0067,0.183,200111,0.68313855,0.65829766,0.71313876,0.22502835,0.22435318,0.22570352,http://geadata.esac.esa.int/data-server/datalink/links?ID=3307992336891315968,,0.0021396268010068194,1
44,57,22177,71.5787,3.6364,1.0759999999999998,0.071,682,-237,444,190,-492,-254,310,-372,-134,--,10.92,1.2770000000000001,0.005,43.16,0.25,41.71,0.6,41.59,0.17,41.9002,0.0021,7.5,50,1,11.46,0.27,19.972,0.230,2.846,0.044,-160,41.4557,41.43,26,1635721458409799680,Gaia DR2 3281064262038614912,3281064262038614912,328213377,2015.5,71.57870950551806,0.03052658026933539,3.636393950118922,0.022051018208741127,22.143765395169453,0.04137256950347816,535.2282,93.36575992202036,0.06382191686544128,13.294607074643714,0.04721315442743889,0.14142875,0.04403478,-0.35981938,-0.0141147645,-0.22283846,0.048753805,-0.665601,0.17442153,0.39781323,-0.11981592,322,322,314,8,5.879797,478.53592000000003,0.0,0.0,31,True,337.08008,1.4603130585791309,0.0064861790437770435,0.04657383599999999,36,14,0.041858207,0,36,False,311,1314958.8607531432,423.38167483235486,3105.8474,10.391086,36,484173.6020298767,409.14120165840944,1183.39,11.138885499999999,36,1181537.805584397,979.3099910595197,1206.5004,9.580801,1.2667403,0,1.5580844999999999,0.7477999,0.8102845999999999,41.769501450383466,0.4703160570842693,9,4500.0,4.5,0.0,NOT_AVAILABLE,193.98896202924743,-25.611049443704385,70.56823063049373,-18.568836745586786,100001,4283.8896,4239.2970000000005,4380.7075,0.5117,0.054000000000000006,0.8101,0.22899999999999998,0.0459,0.3951,200111,0.7028734999999999,0.67214847,0.7177382,0.14990018,0.14949194,0.15030843,http://geadata.esac.esa.int/data-server/datalink/links?ID=3281064262038614912,,0.0017510602073955318,1
45,58,22253,71.8595,23.0508,1.123,0.084,712,-248,463,216,-496,-247,324,-388,-140,K2III,10.69,1.112,0.004,41.78,0.23,40.4,0.6,40.29,0.16,40.6158,0.0014,8.3,71,1,10.21,1.10,20.371,0.333,-10.645,0.174,181,40.1526,40.47,-320,1635721458409799680,Gaia DR2 3413146914550583680,3413146914550583680,54610400,2015.5,71.85948614227237,0.04271025680306166,23.050744671369802,0.03170149115186521,18.153689130930672,0.05435647972320285,333.9747,78.89660579125507,0.09528295860932567,-41.34299687393228,0.05961786235687042,-0.09487019,0.011633238999999998,-0.21330203,0.10499309,-0.531808,0.14216477,-0.64460737,0.02916233,0.5066135,-0.24683161,182,182,180,2,2.1686447,218.01495,0.0,0.0,31,True,342.5061,1.5142329868815076,0.00953527028525284,-0.09462984,21,11,0.057905275,0,21,True,182,1425995.6120905553,1406.4457949856894,1013.90015,10.30307,20,589644.8059903778,1969.7153194068203,299.35535,10.924911999999999,19,1181485.0032374258,3589.234220797405,329.17467999999997,9.58085,1.2420303999999998,1,1.3440628000000001,0.6218424,0.7222204000000001,40.61404650592854,0.5559336459288152,9,4500.0,3.0,0.0,NOT_AVAILABLE,177.33697850645697,-14.077926826150373,73.35096991800955,0.6538395559108411,100002,4604.4,4484.6,4763.955,0.19399999999999998,0.0195,0.4071,0.1105,0.0099,0.205,200111,0.72167736,0.67414576,0.7607495,0.21089825,0.21002329999999997,0.2117732,http://geadata.esac.esa.int/data-server/datalink/links?ID=3413146914550583680,,0.0016158277114092952,1
