,id,hip,ra,dec,m/r,e_m/r,gr,c,gr+c,drv_m02,drv_m02_gr,drv_m02_gr+c,drv_g17,drv_g17_gr,drv_g17_gr+c,sptype,vmag,(b-v),e_(b-v),rv_p98,erv_p98,rv_m02,erv_m02,rv_g17,erv_g17,rv_harps,erv_harps,fwhm,s/n,flag,|r-rc|,e|r-rc|,v_alpha,ev_alpha,v_delta,ev_delta,cr,rv_harps_gr+c,rv_g17_cr,drv_g17_gr+c+cr,gaia_source_id,gaia_ra,gaia_dec,radial_velocity,radial_velocity_error,radial_velocity_source,parallax_gaia,parallax_gaia_error,pmra_gaia,pmdec_gaia,pmra_gaia_error,pmdec_gaia_error,pmra_pmdec_gaia,pmra_hg,pmdec_hg,pmra_hg_error,pmdec_hg_error,pmra_pmdec_hg,pmra_hip,pmdec_hip,pmra_hip_error,pmdec_hip_error,pmra_pmdec_hip,epoch_ra_gaia,epoch_dec_gaia,epoch_ra_hip,epoch_dec_hip,crosscal_pmra_hip,crosscal_pmdec_hip,crosscal_pmra_hg,crosscal_pmdec_hg,nonlinear_dpmra,nonlinear_dpmdec
34,41,19263,61.9305,16.5187,1.136,0.065,720,-260,460,473,-247,13,598,-122,138,K0,9.94,1.005,0.012,38.72,0.05,37.53,0.59,37.41,0.16,38.0033,0.0008,7.8,105,1,3.99,0.43,26.433,0.297,-5.390,0.065,-131,37.5431,37.27,268,45567511362945152,61.93054604389666,16.518682708038373,37.645638,0.2923807,b'Gaia_DR2',21.47684,0.0509957,122.39955,-24.99597,0.18292138,0.15088911,0.24460973,122.314445,-25.003897,0.062421236,0.047262706,0.20527169,123.40562,-25.5071,1.7939174,1.3066653,0.056214467,2015.5272817281368,2015.4843562500664,1991.1929213643687,1991.2804530872481,0.18462358,0.2591312,-0.006558405,-0.06252442,-0.0025145675,0.00023879563
35,42,19316,62.1116,12.1918,1.055,0.14400000000000002,669,-273,396,89,-579,-307,220,-449,-176,--,11.28,1.327,0.004,38.43,0.28,37.91,0.59,37.78,0.16,37.9994,0.0029,7.7,44,1,5.47,0.52,25.932,0.332,-2.361,0.042,-123,37.6034,37.66,-53,3304337251002413952,62.11164256113056,12.19179906196213,37.56894,0.52084607,b'Gaia_DR2',21.53219,0.06937759,119.43326,-10.943106,0.21179767,0.13763921,-0.0071282517,119.39064,-10.895992,0.089888774,0.06818135,0.1868592,115.59112,-12.530942,2.718968,2.286884,0.26707748,2015.5713295276096,2015.525941005098,1991.309632095588,1991.2437747468744,0.12504914,0.10186968,-0.03142068,-0.04949019,-0.0024134298,3.651251e-05
36,43,19441,62.4563,9.3055,1.104,0.062,700,-231,469,126,-574,-343,262,-437,-206,K5V,10.1,1.192,0.011000000000000001,39.24,0.16,38.15,0.59,38.01,0.16,38.276,0.0009,7.7,98,1,12.79,0.39,26.129,0.236,-0.920,0.022,-474,37.807,37.54,267,3300315443626615040,62.456307916227104,9.30546801894927,38.143627,0.30110127,b'Gaia_DR2',27.768703,0.07281611,154.86226,-5.594663,0.36477378,0.1613684,0.20347118,154.7673,-5.4992394,0.06439094,0.052611504,0.17679839,155.3037,-4.0032473,2.175997,1.9068999,0.23222072,2015.7548815830196,2015.648976976763,1991.1557675739402,1991.1108198436145,-0.3009621,-0.27752206,-0.04092049,-0.040142164,-0.0041333274,-8.84799e-05
37,44,19808,63.7169,13.0549,1.1,0.065,697,-231,466,461,-236,-5,590,-108,124,K5,10.69,1.204,0.008,40.51,0.15,38.58,0.6,38.45,0.16,39.0411,0.002,7.7,52,1,4.13,1.14,25.346,0.716,-4.523,0.130,-123,38.5748,38.33,246,3310500082395188224,63.716916302476044,13.054857395668972,38.95711,0.33602166,b'Gaia_DR2',22.447693,0.091579065,114.260254,-22.726625,0.3683464,0.23117967,-0.12978047,116.395546,-20.96551,0.09091422,0.07451261,0.37965944,112.81471,-19.114574,3.7628717,3.4642205,0.6283604,2015.7861999458037,2015.6698032014062,1991.3556487521646,1991.3155555168923,0.013300582,0.22403234,-0.014774812,-0.06375951,-0.00257686,0.00026974498
38,45,19834,63.7939,14.3984,1.0390000000000001,0.075,658,-351,307,-275,-934,-582,-144,-802,-451,K2,11.56,1.3630000000000002,0.01,38.79,0.36,38.53,0.6,38.4,0.16,38.2546,0.0026,7.7,51,1,3.39,0.33,25.865,0.296,-4.141,0.068,-61,37.9475,38.34,-390,3311492803955469696,63.793883067825256,14.398375720221471,37.6224,0.17492187,b'Gaia_DR2',20.827642,0.038303267,114.71228,-18.344692,0.14055711,0.11004038,0.24642973,114.33687,-18.41936,0.11589354,0.08652307,0.08138276,114.89451,-16.934805,3.987292,3.4595215,0.31709206,2015.6581825509868,2015.6341080865107,1991.2690710955335,1991.3252400090942,0.21044779,0.22818927,-0.0062572355,-0.06900545,-0.0022666166,0.00015967515
39,46,19862,63.8909,15.7062,1.137,0.22699999999999998,721,-286,434,150,-571,-284,273,-448,-161,M2,10.96,0.924,0.301,38.96,0.17,38.46,0.6,38.34,0.16,38.6097,0.0017,7.2,58,1,2.98,0.68,25.799,0.355,-4.966,0.075,-148,38.1755,38.19,-13,3312197934506930944,63.89090770535415,15.70616678020766,38.49117,0.6371499,b'Gaia_DR2',21.941875,0.068966344,120.333916,-23.346712,0.18730892,0.12928699,0.024855314,120.70223,-23.244427,0.095736384,0.07695217,0.31252488,118.560165,-22.956741,3.0926228,2.4842825,0.30730104,2015.565580174256,2015.5547008727317,1991.303366147863,1991.2106504401086,0.14491382,0.18713444,0.00040956802,-0.07083156,-0.0025756676,0.000245495
40,47,20357,65.3954,14.4097,0.983,0.046,622,-522,101,-82,-704,-182,44,-579,-57,F5V,6.6,0.41200000000000003,0.013999999999999999,39.2,0.21,39.2,0.6,39.07,0.16,39.1183,0.0075,28.5,119,1,3.29,0.57,24.164,0.419,-4.436,0.077,-19,39.0176,39.06,-38,3311024789960504576,65.39544150190463,14.409706254079987,39.02482,0.3117596,b'Gaia_DR2',20.520287,0.06770289,104.130936,-19.511894,0.1714957,0.1374164,0.22581339,104.210464,-19.232042,0.027711216,0.023028146,0.292467,104.783676,-18.937853,0.83090484,0.7191166,0.34467456,2015.47964293803,2015.5538719764863,1991.3002209480087,1991.1945576785258,0.16676986,0.5279644,-0.00077510776,-0.07158201,-0.0020936653,0.00021747066
41,48,20527,65.9772,14.052,1.072,0.08,679,-236,443,263,-416,-180,384,-295,-59,K5.5Ve,10.89,1.288,0.002,40.64,0.26,39.46,0.6,39.34,0.16,39.7234,0.0019,7.4,55,1,4.45,0.55,23.575,0.252,-3.862,0.055,-228,39.2805,39.11,169,3310820624394671488,65.97723355622269,14.052022381317474,39.544895,0.33829868,b'Gaia_DR2',23.138754,0.045314305,115.59549,-19.072414,0.14911796,0.098501705,0.1829666,115.60875,-19.025438,0.09917698,0.077505656,0.18339185,115.143585,-14.936238,3.2045918,2.2940753,0.15223609,2015.5521750207376,2015.469417987756,1991.30456223568,1991.3302505750228,0.18816824,0.68326735,-0.0024984109,-0.06922302,-0.0026554887,0.00023243677
42,49,20605,66.2,15.8748,1.016,0.11,644,-312,332,585,-58,254,707,63,375,M0.5Ve,11.66,1.4080000000000001,0.013000000000000001,40.2,0.36,39.4,0.6,39.28,0.16,39.9854,0.006,9.4,38,1,--,--,--,--,--,--,-300,39.6538,38.98,676,3313526556869575296,66.20069066891162,15.874651753364661,,,b'None',6.9649425,0.73065305,121.402626,-17.822027,3.450238,2.1942246,-0.10625846,102.99641,-19.213434,0.27088526,0.20734063,0.47668996,102.00535,-23.607138,8.318875,7.1157913,0.5812247,2015.5945983794247,2015.684125644471,1991.258114718914,1991.018788248692,0.06518551,0.38166425,0.0070801876,-0.072292864,-3.307755e-05,-0.0001803478
43,51,20762,66.7269,13.1381,1.1159999999999999,0.061,707,-236,472,381,-326,-90,508,-199,36,K7,10.48,1.146,0.001,41.22,0.21,39.83,0.6,39.7,0.16,40.2113,0.0018,8.2,57,1,3.51,0.24,23.845,0.276,-3.765,0.052,-48,39.7397,39.66,84,3307645131734449408,66.72689133230016,13.13810496175196,39.822968,0.3508589,b'Gaia_DR2',20.779762,0.036542237,104.47952,-16.584126,0.13249665,0.08651227,0.10551271,104.61668,-16.538435,0.082425445,0.049400143,0.36502048,105.43638,-16.916222,2.4584727,1.7149559,0.24433084,2015.5871423255253,2015.5978465469198,1991.2322058774525,1991.0024834885944,-0.2440548,0.22364037,-0.008230744,-0.063635446,-0.002180186,0.00019058296
44,52,20827,66.9464,14.4177,1.137,0.085,721,-333,388,-101,-822,-489,17,-703,-370,K0,9.48,0.929,0.005,40.46,0.07,39.82,0.6,39.7,0.16,39.7185,0.0008,8.0,103,1,3.19,0.49,23.375,0.310,-4.478,0.061,-14,39.3308,39.69,-356,3310903740601986432,66.94643018296942,14.417666404484637,39.591526,0.24664767,b'Gaia_DR2',20.24687,0.040166236,100.486786,-19.207003,0.13418497,0.086185224,0.07082779,100.504425,-19.35394,0.063536085,0.033655867,0.34586555,101.56191,-20.047964,1.8261516,1.2977186,0.24856748,2015.59840895744,2015.6540596802367,1991.0203285734249,1990.917439774909,0.08308403,0.5516053,-0.0006162569,-0.06711021,-0.0020547411,0.00023539145
45,53,21138,67.9691,15.4994,1.075,0.161,681,-234,447,261,-420,-187,385,-297,-63,K5Ve,11.02,1.28,0.013999999999999999,41.28,0.21,40.13,0.6,40.01,0.16,40.3908,0.0025,7.7,46,1,2.02,0.44,22.646,0.267,-5.224,0.069,-146,39.9435,39.86,83,3312564037520033792,67.96911161635272,15.499375572536247,40.44318,0.29020238,b'Gaia_DR2',21.83717,0.037787817,105.24039,-24.294895,0.14217234,0.0851975,-0.051037688,105.181046,-24.407639,0.13232881,0.074048564,0.17350174,99.64853,-25.970158,5.0073004,2.586591,-0.2794503,2015.7344003488956,2015.6892611552341,1991.2338666082633,1991.150846957638,-0.1292615,0.23247461,0.005047925,-0.06626292,-0.002369578,0.0003570024
46,54,21256,68.4054,21.1507,1.09,0.079,691,-239,452,464,-227,11,575,-116,123,K8,10.69,1.237,0.005,41.39,0.2,39.56,0.6,39.45,0.16,40.0236,0.0013,7.6,74,1,4.73,0.36,22.336,0.265,-9.538,0.114,-212,39.5714,39.24,335,144377799556207488,68.40542305503452,21.15064895869867,40.47478,0.23884018,b'Gaia_DR2',22.833424,0.04705195,108.25066,-46.336967,0.1610496,0.10027089,0.13718627,108.378174,-46.369976,0.069849275,0.047475494,0.24337697,107.77892,-45.5123,2.0834732,1.6109309,0.5200249,2015.6291627304204,2015.708852787008,1991.3987262178396,1991.2141906066427,-0.45043173,0.13871531,0.02553806,-0.07142225,-0.002595392,0.00080214837
47,55,21261,68.4251,19.0139,1.102,0.06,699,-234,465,273,-426,-192,388,-311,-77,--,10.74,1.197,0.004,41.43,0.15,39.89,0.6,39.77,0.16,40.1629,0.0015,8.1,69,1,2.20,0.53,22.578,0.271,-7.616,0.094,-67,39.6981,39.71,-9,3410453484725565312,68.42516215863083,19.013885606919334,40.16552,0.78725237,b'Gaia_DR2',20.922573,0.06945303,100.31371,-33.807922,0.2737212,0.23566927,0.75499743,100.05534,-33.893303,0.089038774,0.053844944,0.27917492,102.822815,-34.704353,2.6422298,1.7737095,0.3620892,2015.8259508762073,2015.8213613415583,1991.619813687838,1991.376994309561,-0.21698779,0.23622769,0.02021468,-0.069631994,-0.0021494832,0.0005062328
48,56,21723,69.9628,12.7284,1.129,0.061,716,-237,478,599,-116,121,717,1,239,K5,10.04,1.073,0.005,42.5,0.19,41.08,0.6,40.96,0.17,41.6793,0.001,7.9,89,1,5.73,0.39,20.787,0.212,-3.275,0.041,-248,41.2011,40.71,486,3307992336891315968,69.96284178443757,12.728406963712048,41.40866,0.33788502,b'Gaia_DR2',22.890177,0.04922713,102.51448,-16.1819,0.14057055,0.07258019,-0.34472165,102.6003,-16.21645,0.064208455,0.045385994,0.15319614,102.39652,-17.447721,2.2438073,1.6839423,0.065210775,2015.6190167465445,2015.8693946377214,1991.2157710015365,1991.0159373106926,0.09918391,0.34136242,-0.010982605,-0.05462496,-0.0024494526,0.00024607708
49,57,22177,71.5787,3.6364,1.0759999999999998,0.071,682,-237,444,190,-492,-254,310,-372,-134,--,10.92,1.2770000000000001,0.005,43.16,0.25,41.71,0.6,41.59,0.17,41.9002,0.0021,7.5,50,1,11.46,0.27,19.972,0.230,2.846,0.044,-160,41.4557,41.43,26,3281064262038614912,71.57871397804816,3.6363950981472684,41.7695,0.47031605,b'Gaia_DR2',22.144274,0.04137257,93.36576,13.294607,0.10888738,0.08055096,-0.119815916,93.26859,13.260155,0.081698224,0.06400226,0.093644544,93.504074,13.307315,2.6966317,2.0722954,0.25115153,2015.6721047533458,2015.810870567356,1991.0090975409894,1990.7517244946976,0.16241068,0.16675025,-0.038706113,-0.03783233,-0.0021721008,-0.00034883036
50,58,22253,71.8595,23.0508,1.123,0.084,712,-248,463,216,-496,-247,324,-388,-140,K2III,10.69,1.112,0.004,41.78,0.23,40.4,0.6,40.29,0.16,40.6158,0.0014,8.3,71,1,10.21,1.10,20.371,0.333,-10.645,0.174,181,40.1526,40.47,-320,3413146914550583680,71.8594884194932,23.050740734980813,40.614048,0.55593365,b'Gaia_DR2',18.15402,0.05435648,78.89661,-41.343,0.15765013,0.09864055,-0.24683161,78.89949,-41.340298,0.07281162,0.04595471,0.22334653,79.56463,-42.098026,2.2138777,1.4049687,0.1727597,2015.5956118980812,2015.8427666453356,1991.2743049797837,1990.9729387249276,-0.075894736,-0.02402121,0.051458295,-0.06734393,-0.0015276317,0.00061448786
51,59,22271,71.9247,26.1499,1.109,0.051,703,-224,478,-200,-903,-678,-94,-796,-572,K7III,10.61,1.1740000000000002,0.005,40.3,0.17,39.76,0.6,39.65,0.16,39.5603,0.0013,7.2,70,1,8.46,0.34,25.545,0.357,-18.881,0.263,-70,39.082,39.58,-502,154257259425702144,71.92472250760875,26.149855283629925,39.41049,0.25583383,b'Gaia_DR2',21.003447,0.05445098,113.2345,-83.790245,0.20066471,0.07736769,-0.2984017,113.52807,-83.9438,0.07773839,0.054661617,0.15897274,111.32195,-82.11566,2.3994784,1.7944076,0.2959421,2015.79984276181,2016.0200194381969,1991.3558367551432,1991.232519810882,0.12330941,0.30439508,0.07516997,-0.07631988,-0.0026244472,0.0013800955
52,60,22654,73.0984,18.9968,1.129,0.075,716,-248,468,216,-500,-252,322,-394,-146,K0,10.29,1.07,0.015,42.88,0.25,41.48,0.6,41.37,0.17,41.6956,0.0012,8.2,76,1,6.42,0.60,18.927,0.216,-8.410,0.100,35,41.2276,41.41,-180,3406943091991364608,73.09840980736857,18.996751701101438,41.42563,0.25567833,b'Gaia_DR2',19.674383,0.046746638,79.12836,-35.21823,0.13805537,0.076472804,-0.23138429,79.194855,-35.257607,0.073163,0.047935355,0.2698569,76.97289,-31.77882,2.3775353,1.4549474,0.100942545,2015.5652572751144,2015.9105469097715,1991.1043016751873,1990.9211661101112,-0.33548176,-0.31367752,0.025327526,-0.052377082,-0.0016710352,0.000602572
53,61,23312,75.204,4.7332,1.137,0.106,721,-309,412,110,-611,-302,226,-495,-186,K2,9.71,0.9570000000000001,0.047,42.21,0.4,42.94,0.6,42.82,0.17,43.0503,0.0007,7.6,110,1,13.71,0.28,17.892,0.223,2.455,0.040,96,42.6378,42.92,-282,3239389683266590208,75.20400976795995,4.733155812709799,43.192966,0.23179536,b'Gaia_DR2',19.20724,0.038009156,72.567184,9.990153,0.12320547,0.0761678,-0.11505023,72.59614,9.89083,0.0580755,0.038842563,0.067531414,72.76942,10.315098,1.8632059,1.1237128,0.07897712,2015.6262112584614,2015.8630206227435,1991.068512045832,1990.8398120398574,0.28377706,-0.19474006,-0.033165026,-0.053647257,-0.0015097101,-0.00023761975
54,62,13806,44.4454,29.6613,1.1320000000000001,0.037000000000000005,717,-318,399,-484,-1201,-883,-362,-1079,-761,G5,8.92,0.855,0.008,26.62,0.21,26.86,0.57,26.74,0.12,26.3762,0.001,8.6,99,BY,19.09,0.35,36.991,0.409,-8.925,0.099,-188,25.9768,26.55,-573,129070265532645888,44.44540408983715,29.661269014490244,26.188833,0.5096337,b'Gaia_DR2',24.077005,0.045493685,187.4769,-45.132717,0.15752694,0.12496341,0.12929878,187.49872,-45.25087,0.037582528,0.028611707,0.18356036,188.30013,-46.21437,1.1638374,0.9085151,0.10373115,2015.5997282743629,2015.4645273379624,1991.190324654631,1991.1637219164315,0.12388425,0.2667858,0.043717068,0.00859107,-0.0032365255,-0.0004696016
55,63,13976,45.0131,7.7498,1.137,0.06,721,-292,429,323,-397,-106,467,-253,38,G5,7.97,0.9259999999999999,0.015,28.35,0.18,28.6,0.57,28.46,0.14,28.9233,0.0003,7.8,119,BY,26.74,0.15,36.693,0.228,2.367,0.016,-663,28.4944,27.79,701,8479094371605632,45.013134783948104,7.74984535341534,28.636633,0.13010885,b'Gaia_DR2',42.037136,0.06675138,327.9028,21.242365,0.15224083,0.14663531,0.3877556,328.01077,21.19731,0.040551987,0.031535264,0.42453676,328.26578,19.84919,1.4545754,1.1855854,0.37919265,2015.424768329873,2015.3387565588876,1991.377797147029,1991.6191219814032,-0.30555284,0.20393302,-0.009489915,0.020125665,-0.009655841,-0.0014603871
56,64,19786,63.6141,12.4353,1.08,0.071,684,-514,171,-162,-846,-333,-31,-715,-201,G0,8.05,0.64,0.001,39.32,0.14,38.57,0.6,38.44,0.16,38.4077,0.0011,9.7,122,BY,4.71,0.40,26.017,0.340,-2.959,0.041,-57,38.2372,38.38,-144,3304412601908736512,63.614073994885196,12.435257840513508,38.318813,0.21796182,b'Gaia_DR2',21.130945,0.074843325,114.79536,-13.082495,0.38755307,0.18411694,0.13878132,114.81567,-13.138624,0.04262606,0.03374261,0.22266936,117.049286,-10.069698,1.3680284,1.2188885,0.46759564,2015.7214666164257,2015.63153747025,1991.2024185634964,1991.1460607136214,-0.109828435,0.22801411,-0.01998635,-0.059194017,-0.0023512705,9.259644e-05
57,65,19793,63.6352,23.5747,1.0859999999999999,0.057,688,-520,168,321,-367,153,444,-244,276,G3V,8.05,0.657,0.006999999999999999,38.21,0.23,37.31,0.59,37.19,0.15,37.6314,0.0011,10.0,138,BY,6.00,0.20,25.597,0.290,-10.319,0.117,-147,37.4633,37.04,423,149005270337201792,63.63521258485002,23.574734867426812,37.46804,0.15153429,b'Gaia_DR2',21.828686,0.050834335,119.949554,-48.151222,0.17043701,0.12806813,0.16190016,119.79061,-48.391167,0.03468475,0.02291561,0.30119532,121.98533,-48.520187,1.120059,0.80647826,0.12271914,2015.662021717046,2015.6278206045688,1991.2236548712954,1990.9693685510406,0.022014018,0.22864516,0.0025776685,-0.061263032,-0.002598238,0.0006225264
58,66,19934,64.14,21.9073,1.126,0.042,714,-353,361,419,-294,58,544,-170,183,K0V,9.14,0.813,0.002,38.46,0.19,37.8,0.59,37.68,0.16,38.2191,0.0006,7.5,136,BY,6.41,0.55,25.365,0.320,-9.306,0.118,56,37.8582,37.73,127,52548241968465408,64.13998172046176,21.907300212064353,38.122166,0.16579828,b'Gaia_DR2',19.571136,0.042289186,104.83075,-38.403545,0.15790719,0.12012919,0.36320084,104.661514,-38.469223,0.042747367,0.032141898,0.41889596,105.075554,-37.269043,1.3013493,1.1328406,0.48879778,2015.6841853795434,2015.6810198673543,1991.1066121054057,1990.9292626688164,-0.28066444,0.03762494,0.0098466175,-0.06869638,-0.0020588245,0.00046097126
59,67,20082,64.5808,16.0882,1.137,0.067,721,-283,438,249,-472,-190,374,-347,-64,K3V,9.57,0.98,0.005,39.64,0.08,38.72,0.6,38.59,0.16,38.9685,0.0008,7.4,98,BY,2.54,0.53,25.392,0.258,-5.003,0.060,-153,38.5304,38.44,89,3312281669189449472,64.58083656959052,16.088229807436246,38.63823,0.4213874,b'Gaia_DR2',22.135818,0.0420756,119.01427,-23.332981,0.1521724,0.11200052,0.25399572,118.83427,-23.466719,0.064302325,0.048998896,0.10829077,121.69351,-18.590704,2.2348323,1.9055524,0.44252428,2015.652396274189,2015.6625027006423,1991.264809854272,1991.284039335184,0.07651236,0.20974466,0.0052735656,-0.07339724,-0.0025821973,0.00025816003
60,68,20130,64.7421,19.9065,1.112,0.052000000000000005,705,-384,321,378,-327,57,498,-207,177,G9V,8.62,0.745,0.005,39.58,0.06,38.34,0.6,38.22,0.16,38.7177,0.0006,8.2,160,BY,2.93,0.21,24.607,0.317,-7.964,0.103,-119,38.3968,38.1,296,49005581144118784,64.74208239435362,19.90654229675831,38.490017,0.25590876,b'Gaia_DR2',21.262402,0.05354878,112.93837,-36.62518,0.1683591,0.13965583,0.3134911,112.855034,-36.59255,0.055702772,0.034030553,0.4800085,113.946236,-36.209965,1.6035638,1.1931678,0.45129943,2015.646933123424,2015.6587723367668,1991.4695019927885,1991.2793665047209,-0.15292318,0.13565391,0.01939115,-0.078714505,-0.0023707072,0.00047256803
61,69,20237,65.0537,19.2336,1.047,0.045,663,-596,68,-164,-827,-231,-41,-704,-109,G0V,7.46,0.56,0.013999999999999999,38.81,0.18,38.56,0.6,38.44,0.16,38.3962,0.0018,15.4,168,BY,--,--,--,--,--,--,-158,38.3287,38.28,49,48203487411427456,65.05455767471427,19.23332464927552,38.362152,0.1626945,b'Gaia_DR2',21.5996,0.10742948,114.52073,-35.47827,0.3392437,0.18995069,-0.10165992,114.620285,-35.21384,0.029951846,0.020701498,0.345508,115.63645,-33.75362,0.90769947,0.7437473,0.27934042,2015.725018783206,2015.626182901971,1991.1449270249807,1990.975329421688,-0.019938713,0.2325043,0.022752764,-0.0825206,-0.002470665,0.00046006968
62,70,20485,65.8559,15.763,1.092,0.083,692,-235,457,-771,-1463,-1228,-651,-1343,-1109,K5V,10.47,1.2309999999999999,0.009000000000000001,39.3,0.21,39.27,0.6,39.15,0.16,38.4992,0.0019,8.1,59,BY,5.64,0.69,24.442,0.319,-5.176,0.071,-289,38.0418,38.86,-819,3312025586058376704,65.85589730299947,15.763008474162593,38.422924,0.34538874,b'Gaia_DR2',24.087498,0.08440485,125.23605,-26.825382,0.29221037,0.25107124,0.52766174,124.92814,-26.601927,0.09281185,0.06545718,0.41340765,124.62258,-30.464918,2.9773002,2.5154865,0.5321859,2015.570797183235,2015.5496642866713,1991.141135402252,1990.943211548935,0.0910764,0.38772258,0.006240485,-0.07272591,-0.0029439358,0.00035511176
63,71,20563,66.0711,18.0028,1.1320000000000001,0.076,718,-256,461,330,-388,-131,449,-268,-12,K4V,9.99,1.05,0.011000000000000001,39.95,0.16,39.12,0.6,39.0,0.16,39.4498,0.0008,7.8,111,BY,1.26,0.68,24.161,0.455,-6.674,0.127,-123,38.9886,38.88,111,3314079508140198528,66.07108990732324,18.00278661842508,39.443634,0.18026122,b'Gaia_DR2',21.403849,0.042807546,110.916245,-30.795506,0.13337477,0.10584706,0.27957675,110.885025,-30.75992,0.07173619,0.044592872,0.36142325,112.11127,-33.939285,2.6289012,2.1005814,0.4729997,2015.6687062807732,2015.7144039787777,1991.2901691457305,1991.039423514529,0.14553998,0.42829633,0.018353235,-0.078067675,-0.0023988748,0.000414729
64,72,20577,66.1185,16.8861,1.063,0.252,674,-581,93,-1513,-2187,-1606,-1388,-2062,-1481,G2V,7.79,0.599,0.015,38.8,0.08,39.27,0.6,39.15,0.16,37.7569,0.0013,10.8,136,BY,1.66,0.68,24.227,0.283,-5.365,0.063,-150,37.664,38.99,-1331,3313662896312488192,66.11854382963507,16.8860559748995,37.70533,0.15423267,b'Gaia_DR2',21.666132,0.06805302,112.13477,-25.507437,0.27628452,0.15904762,-0.20128872,113.08803,-25.118711,0.037438624,0.023278892,0.26056635,110.93354,-24.515848,1.3728372,0.9801728,0.27775636,2015.7800817938455,2015.7117858873503,1991.289979780518,1990.9361423606156,0.046778478,0.3183595,0.0124766445,-0.07487063,-0.0023646068,0.0002852744
65,73,20741,66.6676,16.7468,1.088,0.066,690,-514,175,-1161,-1850,-1336,-1039,-1728,-1214,G8V,8.1,0.664,0.008,40.23,0.28,39.5,0.6,39.38,0.16,38.3392,0.0011,8.0,89,BY,1.21,1.26,23.514,0.505,-6.067,0.130,-138,38.164,39.24,-1076,3313689422030650496,66.6676639332322,16.746775315767493,38.40163,0.15381545,b'Gaia_DR2',21.765667,0.06892684,107.63528,-31.431385,0.29837626,0.13863836,-0.18217601,108.83709,-28.204506,0.041633464,0.025335398,0.32460016,110.60773,-27.286669,1.3847145,0.92934686,0.12436448,2015.7205095441882,2015.6864509072216,1991.2636219585056,1991.0599415609227,0.008753269,0.3233239,0.011753474,-0.0730625,-0.00232967,0.00037944518
66,74,20815,66.9,15.5891,1.038,0.039,658,-615,43,-383,-1041,-426,-256,-914,-299,F8V,7.41,0.537,0.015,39.32,0.24,39.71,0.6,39.58,0.16,39.3271,0.0026,14.3,108,BY,1.33,0.39,23.603,0.436,-5.340,0.099,-76,39.2845,39.51,-223,3312709379213017728,66.90001891411112,15.589088174729982,39.394463,0.15684137,b'Gaia_DR2',20.925205,0.06445392,104.9918,-24.068642,0.19370122,0.11421259,0.041197915,105.19744,-23.911736,0.034209333,0.022313949,0.24135974,103.217445,-24.276533,1.0911599,0.7893927,0.12353273,2015.5712410678777,2015.587824435233,1991.1374057542596,1990.9577718374053,0.0098918425,0.3776373,0.0057095904,-0.069877654,-0.002208239,0.0003107253
67,75,20899,67.2017,17.2853,1.068,0.057999999999999996,677,-567,109,-445,-1122,-555,-323,-1000,-432,G2V,7.83,0.609,0.01,39.99,0.16,39.65,0.6,39.53,0.16,39.2047,0.0013,11.2,137,BY,0.63,0.52,23.815,0.306,-6.225,0.080,-115,39.0954,39.41,-317,3314109916508904064,67.20173878602137,17.28534464641458,39.03241,0.15212515,b'Gaia_DR2',21.431469,0.0470494,108.76249,-28.460478,0.16953124,0.1034131,-0.068198584,108.72628,-28.50924,0.035078302,0.022998609,0.2546955,106.10211,-30.064974,1.0871711,0.8086439,0.27839202,2015.6695909932932,2015.6494405526141,1991.301328544454,1991.1095930231456,-0.0283861,0.33021685,0.014221423,-0.07240622,-0.0023231362,0.00037821912
68,76,20951,67.3822,17.893,1.129,0.079,715,-318,397,292,-423,-105,416,-300,19,K0V,8.95,0.831,0.003,40.7,0.06,39.65,0.6,39.53,0.16,39.9421,0.001,7.6,82,BY,1.47,0.44,23.227,0.255,-7.097,0.080,-140,39.5451,39.39,159,3314213025787054592,67.38218261275425,17.893040249870076,39.4833,0.11365024,b'Gaia_DR2',21.839886,0.050871845,107.7119,-33.028503,0.15864338,0.09977537,-0.05612067,107.68958,-32.985306,0.06159522,0.039403442,0.36236584,108.24743,-31.757406,1.8961972,1.3418845,0.37483808,2015.572706018401,2015.6283478792668,1991.2274012283083,1991.0781274524932,0.018285178,0.40544772,0.016746344,-0.0727539,-0.0023791876,0.0004898022
69,77,21317,68.6476,15.5045,1.0759999999999998,0.066,682,-523,159,59,-623,-100,177,-505,18,G1V,7.9,0.631,0.013999999999999999,40.78,0.16,40.38,0.6,40.26,0.16,40.4391,0.0012,9.9,120,BY,2.02,0.22,22.045,0.245,-5.830,0.066,-126,40.2799,40.14,144,3312575685471393664,68.64758023690061,15.504506344724728,40.26166,0.1399952,b'Gaia_DR2',21.576939,0.0509339,100.86663,-26.860636,0.19272886,0.1119421,-0.23173128,101.138405,-26.836002,0.04244587,0.026627764,0.26185635,100.174446,-27.97798,1.3816761,0.9506707,0.30718994,2015.6312148632364,2015.6607655958778,1991.3418404358422,1991.1091724081662,-0.1864665,0.15705673,0.004972977,-0.064029224,-0.0022266132,0.00041509134
